"FullName","Name","Length","CreationTime","LastWriteTime","LastAccessTime","Attributes","Owner"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\metadata\importlib\_dists.py","_dists.py","8279","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:14 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\metadata\importlib\_envs.py","_envs.py","5297","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:14 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\metadata\importlib\__pycache__\__init__.cpython-313.pyc","__init__.cpython-313.pyc","331","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:14 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\metadata\importlib\__pycache__\_compat.cpython-313.pyc","_compat.cpython-313.pyc","4509","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:14 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\metadata\importlib\__pycache__\_dists.cpython-313.pyc","_dists.cpython-313.pyc","13096","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:14 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\metadata\importlib\__pycache__\_envs.cpython-313.pyc","_envs.cpython-313.pyc","8135","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:14 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\metadata\__pycache__\__init__.cpython-313.pyc","__init__.cpython-313.pyc","6603","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:14 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\metadata\__pycache__\_json.cpython-313.pyc","_json.cpython-313.pyc","2989","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:14 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\metadata\__pycache__\base.cpython-313.pyc","base.cpython-313.pyc","34629","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:14 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\metadata\__pycache__\pkg_resources.cpython-313.pyc","pkg_resources.cpython-313.pyc","16299","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:14 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\__pycache__","__pycache__",,"7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:55:38 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\__init__.py","__init__.py","62","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:14 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\candidate.py","candidate.py","753","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:14 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\direct_url.py","direct_url.py","6576","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:14 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\format_control.py","format_control.py","2486","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:14 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\index.py","index.py","1030","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:14 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\installation_report.py","installation_report.py","2818","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:14 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\link.py","link.py","21511","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:14 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\pylock.py","pylock.py","6196","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:14 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\scheme.py","scheme.py","575","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:14 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\search_scope.py","search_scope.py","4531","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\selection_prefs.py","selection_prefs.py","2015","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\target_python.py","target_python.py","4271","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\wheel.py","wheel.py","5506","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\__pycache__\__init__.cpython-313.pyc","__init__.cpython-313.pyc","236","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\__pycache__\candidate.cpython-313.pyc","candidate.cpython-313.pyc","1635","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\__pycache__\direct_url.cpython-313.pyc","direct_url.cpython-313.pyc","10976","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\__pycache__\format_control.cpython-313.pyc","format_control.cpython-313.pyc","4231","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\__pycache__\index.cpython-313.pyc","index.cpython-313.pyc","1738","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\__pycache__\installation_report.cpython-313.pyc","installation_report.cpython-313.pyc","2352","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\__pycache__\link.cpython-313.pyc","link.cpython-313.pyc","27135","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\__pycache__\pylock.cpython-313.pyc","pylock.cpython-313.pyc","8331","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\__pycache__\scheme.cpython-313.pyc","scheme.cpython-313.pyc","1040","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\__pycache__\search_scope.cpython-313.pyc","search_scope.cpython-313.pyc","5084","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\__pycache__\selection_prefs.cpython-313.pyc","selection_prefs.cpython-313.pyc","1803","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\__pycache__\target_python.cpython-313.pyc","target_python.cpython-313.pyc","4808","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\models\__pycache__\wheel.cpython-313.pyc","wheel.cpython-313.pyc","7451","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\network\__pycache__","__pycache__",,"7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:55:38 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\network\__init__.py","__init__.py","49","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\network\auth.py","auth.py","20809","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\network\cache.py","cache.py","4613","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\network\download.py","download.py","11078","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\network\lazy_wheel.py","lazy_wheel.py","7622","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:15 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\network\session.py","session.py","18771","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:16 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\network\utils.py","utils.py","4088","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:16 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\network\xmlrpc.py","xmlrpc.py","1837","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:16 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\network\__pycache__\__init__.cpython-313.pyc","__init__.cpython-313.pyc","224","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:16 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\network\__pycache__\auth.cpython-313.pyc","auth.cpython-313.pyc","22535","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:16 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\network\__pycache__\cache.cpython-313.pyc","cache.cpython-313.pyc","7172","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:16 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\network\__pycache__\download.cpython-313.pyc","download.cpython-313.pyc","12813","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:16 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\network\__pycache__\lazy_wheel.cpython-313.pyc","lazy_wheel.cpython-313.pyc","11475","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:16 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\network\__pycache__\session.cpython-313.pyc","session.cpython-313.pyc","19175","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:16 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\network\__pycache__\utils.cpython-313.pyc","utils.cpython-313.pyc","2268","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:16 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\network\__pycache__\xmlrpc.cpython-313.pyc","xmlrpc.cpython-313.pyc","3014","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:16 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\__pycache__","__pycache__",,"7/5/2025 6:22:28 PM","7/5/2025 6:22:29 PM","7/9/2025 11:55:38 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\build","build",,"7/5/2025 6:22:27 PM","7/5/2025 6:22:28 PM","7/9/2025 11:55:38 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\install","install",,"7/5/2025 6:22:27 PM","7/5/2025 6:22:28 PM","7/9/2025 11:55:38 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\__init__.py","__init__.py","0","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:16 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\check.py","check.py","5911","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:16 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\freeze.py","freeze.py","9843","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:16 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\prepare.py","prepare.py","28363","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:16 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\build\__pycache__","__pycache__",,"7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:55:38 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\build\__init__.py","__init__.py","0","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:16 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\build\build_tracker.py","build_tracker.py","4774","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:16 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\build\metadata_editable.py","metadata_editable.py","1509","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:16 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\build\metadata_legacy.py","metadata_legacy.py","2189","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\build\metadata.py","metadata.py","1421","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\build\wheel_editable.py","wheel_editable.py","1417","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\build\wheel_legacy.py","wheel_legacy.py","3620","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\build\wheel.py","wheel.py","1075","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\__init__.cpython-313.pyc","__init__.cpython-313.pyc","176","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\build_tracker.cpython-313.pyc","build_tracker.cpython-313.pyc","7714","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\metadata_editable.cpython-313.pyc","metadata_editable.cpython-313.pyc","1881","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\metadata_legacy.cpython-313.pyc","metadata_legacy.cpython-313.pyc","2964","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\metadata.cpython-313.pyc","metadata.cpython-313.pyc","1829","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\wheel_editable.cpython-313.pyc","wheel_editable.cpython-313.pyc","1997","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\wheel_legacy.cpython-313.pyc","wheel_legacy.cpython-313.pyc","4351","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\build\__pycache__\wheel.cpython-313.pyc","wheel.cpython-313.pyc","1656","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\install\__pycache__","__pycache__",,"7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:55:38 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\install\__init__.py","__init__.py","50","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\install\editable_legacy.py","editable_legacy.py","1282","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\install\wheel.py","wheel.py","27553","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\install\__pycache__\__init__.cpython-313.pyc","__init__.cpython-313.pyc","236","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\install\__pycache__\editable_legacy.cpython-313.pyc","editable_legacy.cpython-313.pyc","1765","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\install\__pycache__\wheel.cpython-313.pyc","wheel.cpython-313.pyc","34701","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\__pycache__\__init__.cpython-313.pyc","__init__.cpython-313.pyc","170","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\__pycache__\check.cpython-313.pyc","check.cpython-313.pyc","7192","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\__pycache__\freeze.cpython-313.pyc","freeze.cpython-313.pyc","10451","7/5/2025 6:22:28 PM","7/5/2025 6:22:28 PM","7/9/2025 11:22:17 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\operations\__pycache__\prepare.cpython-313.pyc","prepare.cpython-313.pyc","26688","7/5/2025 6:22:29 PM","7/5/2025 6:22:29 PM","7/9/2025 11:22:18 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\req\__pycache__","__pycache__",,"7/5/2025 6:22:29 PM","7/5/2025 6:22:29 PM","7/9/2025 11:55:38 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\req\__init__.py","__init__.py","3096","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:18 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\req\constructors.py","constructors.py","18430","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:18 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\req\req_dependency_group.py","req_dependency_group.py","2677","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:18 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\req\req_file.py","req_file.py","20234","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:18 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\req\req_install.py","req_install.py","35788","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:18 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\req\req_set.py","req_set.py","2858","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:18 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\req\req_uninstall.py","req_uninstall.py","24075","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:18 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\req\__pycache__\__init__.cpython-313.pyc","__init__.cpython-313.pyc","4112","7/5/2025 6:22:29 PM","7/5/2025 6:22:29 PM","7/9/2025 11:22:18 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\req\__pycache__\constructors.cpython-313.pyc","constructors.cpython-313.pyc","21520","7/5/2025 6:22:29 PM","7/5/2025 6:22:29 PM","7/9/2025 11:22:18 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\req\__pycache__\req_dependency_group.cpython-313.pyc","req_dependency_group.cpython-313.pyc","4076","7/5/2025 6:22:29 PM","7/5/2025 6:22:29 PM","7/9/2025 11:22:18 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\req\__pycache__\req_file.cpython-313.pyc","req_file.cpython-313.pyc","24588","7/5/2025 6:22:29 PM","7/5/2025 6:22:29 PM","7/9/2025 11:22:18 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\req\__pycache__\req_install.cpython-313.pyc","req_install.cpython-313.pyc","39323","7/5/2025 6:22:29 PM","7/5/2025 6:22:29 PM","7/9/2025 11:22:18 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\req\__pycache__\req_set.cpython-313.pyc","req_set.cpython-313.pyc","5594","7/5/2025 6:22:29 PM","7/5/2025 6:22:29 PM","7/9/2025 11:22:18 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\req\__pycache__\req_uninstall.cpython-313.pyc","req_uninstall.cpython-313.pyc","32829","7/5/2025 6:22:29 PM","7/5/2025 6:22:29 PM","7/9/2025 11:22:18 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\resolution\__pycache__","__pycache__",,"7/5/2025 6:22:29 PM","7/5/2025 6:22:29 PM","7/9/2025 11:55:38 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\resolution\legacy","legacy",,"7/5/2025 6:22:27 PM","7/5/2025 6:22:29 PM","7/9/2025 11:55:38 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\resolution\resolvelib","resolvelib",,"7/5/2025 6:22:27 PM","7/5/2025 6:22:29 PM","7/9/2025 11:55:38 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\resolution\__init__.py","__init__.py","0","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:18 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pip\_internal\resolution\base.py","base.py","583","7/5/2025 6:22:27 PM","7/5/2025 6:22:27 PM","7/9/2025 11:22:18 PM","Archive","BUILTIN\Administrators"
