"FullName","Name","Length","CreationTime","LastWriteTime","LastAccessTime","Attributes","Owner"
"D:\DoganHub\DBA\.venv\Lib\site-packages\pytz-2025.2.dist-info","pytz-2025.2.dist-info",,"7/5/2025 6:23:14 PM","7/5/2025 6:23:14 PM","7/9/2025 11:55:41 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\referencing","referencing",,"7/5/2025 6:23:58 PM","7/5/2025 6:23:58 PM","7/9/2025 11:55:41 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\referencing-0.36.2.dist-info","referencing-0.36.2.dist-info",,"7/5/2025 6:23:58 PM","7/5/2025 6:23:58 PM","7/9/2025 11:55:41 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\requests","requests",,"7/5/2025 6:23:57 PM","7/5/2025 6:23:58 PM","7/9/2025 11:55:41 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\requests-2.32.4.dist-info","requests-2.32.4.dist-info",,"7/5/2025 6:23:57 PM","7/5/2025 6:23:58 PM","7/9/2025 11:55:41 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\rpds","rpds",,"7/5/2025 6:23:20 PM","7/5/2025 6:23:20 PM","7/9/2025 11:55:41 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\rpds_py-0.26.0.dist-info","rpds_py-0.26.0.dist-info",,"7/5/2025 6:23:20 PM","7/5/2025 6:23:20 PM","7/9/2025 11:55:41 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\setuptools","setuptools",,"7/5/2025 6:22:53 PM","7/5/2025 6:22:53 PM","7/9/2025 11:55:41 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\setuptools-80.9.0.dist-info","setuptools-80.9.0.dist-info",,"7/5/2025 6:22:53 PM","7/5/2025 6:23:00 PM","7/9/2025 11:55:42 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\six-1.17.0.dist-info","six-1.17.0.dist-info",,"7/5/2025 6:23:20 PM","7/5/2025 6:23:20 PM","7/9/2025 11:55:42 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\smmap","smmap",,"7/5/2025 6:23:20 PM","7/5/2025 6:23:20 PM","7/9/2025 11:55:42 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\smmap-5.0.2.dist-info","smmap-5.0.2.dist-info",,"7/5/2025 6:23:20 PM","7/5/2025 6:23:20 PM","7/9/2025 11:55:42 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\streamlit","streamlit",,"7/5/2025 6:24:53 PM","7/5/2025 6:24:54 PM","7/9/2025 11:55:42 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\streamlit-1.46.1.dist-info","streamlit-1.46.1.dist-info",,"7/5/2025 6:24:54 PM","7/5/2025 6:25:03 PM","7/9/2025 11:55:43 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\tenacity","tenacity",,"7/5/2025 6:23:20 PM","7/5/2025 6:23:20 PM","7/9/2025 11:55:43 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\tenacity-9.1.2.dist-info","tenacity-9.1.2.dist-info",,"7/5/2025 6:23:20 PM","7/5/2025 6:23:20 PM","7/9/2025 11:55:43 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\toml","toml",,"7/5/2025 6:23:19 PM","7/5/2025 6:23:19 PM","7/9/2025 11:55:43 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\toml-0.10.2.dist-info","toml-0.10.2.dist-info",,"7/5/2025 6:23:19 PM","7/5/2025 6:23:20 PM","7/9/2025 11:55:43 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\tornado","tornado",,"7/5/2025 6:23:17 PM","7/5/2025 6:23:17 PM","7/9/2025 11:55:43 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\tornado-6.5.1.dist-info","tornado-6.5.1.dist-info",,"7/5/2025 6:23:17 PM","7/5/2025 6:23:19 PM","7/9/2025 11:55:43 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\typing_extensions-4.14.1.dist-info","typing_extensions-4.14.1.dist-info",,"7/5/2025 6:23:17 PM","7/5/2025 6:23:17 PM","7/9/2025 11:55:43 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\tzdata","tzdata",,"7/5/2025 6:23:16 PM","7/5/2025 6:23:17 PM","7/9/2025 11:55:43 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\tzdata-2025.2.dist-info","tzdata-2025.2.dist-info",,"7/5/2025 6:23:17 PM","7/5/2025 6:23:17 PM","7/9/2025 11:55:44 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\urllib3","urllib3",,"7/5/2025 6:23:15 PM","7/5/2025 6:23:15 PM","7/9/2025 11:55:44 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\urllib3-2.5.0.dist-info","urllib3-2.5.0.dist-info",,"7/5/2025 6:23:15 PM","7/5/2025 6:23:16 PM","7/9/2025 11:55:44 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\watchdog","watchdog",,"7/5/2025 6:23:14 PM","7/5/2025 6:23:14 PM","7/9/2025 11:55:44 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\watchdog-6.0.0.dist-info","watchdog-6.0.0.dist-info",,"7/5/2025 6:23:14 PM","7/5/2025 6:23:15 PM","7/9/2025 11:55:44 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\wheel","wheel",,"7/5/2025 6:22:52 PM","7/5/2025 6:22:52 PM","7/9/2025 11:55:44 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\wheel-0.45.1.dist-info","wheel-0.45.1.dist-info",,"7/5/2025 6:22:52 PM","7/5/2025 6:22:53 PM","7/9/2025 11:55:44 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\.DS_Store",".DS_Store","6148","7/5/2025 6:24:02 PM","7/5/2025 6:24:02 PM","7/9/2025 11:17:39 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\distutils-precedence.pth","distutils-precedence.pth","151","7/5/2025 6:22:53 PM","7/5/2025 6:22:53 PM","7/9/2025 11:17:39 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\six.py","six.py","34703","7/5/2025 6:23:20 PM","7/5/2025 6:23:20 PM","7/9/2025 11:17:39 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\typing_extensions.py","typing_extensions.py","157408","7/5/2025 6:23:17 PM","7/5/2025 6:23:17 PM","7/9/2025 11:17:39 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\__pycache__","__pycache__",,"7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:55:31 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\expr","expr",,"7/5/2025 6:24:50 PM","7/5/2025 6:24:51 PM","7/9/2025 11:55:30 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\jupyter","jupyter",,"7/5/2025 6:24:50 PM","7/5/2025 6:24:51 PM","7/9/2025 11:55:30 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\typing","typing",,"7/5/2025 6:24:50 PM","7/5/2025 6:24:51 PM","7/9/2025 11:55:30 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils","utils",,"7/5/2025 6:24:50 PM","7/5/2025 6:24:51 PM","7/9/2025 11:55:30 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\vegalite","vegalite",,"7/5/2025 6:24:51 PM","7/5/2025 6:24:52 PM","7/9/2025 11:55:31 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\__init__.py","__init__.py","17525","7/5/2025 6:24:50 PM","7/5/2025 6:24:50 PM","7/9/2025 11:17:39 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\_magics.py","_magics.py","3174","7/5/2025 6:24:50 PM","7/5/2025 6:24:50 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\py.typed","py.typed","0","7/5/2025 6:24:50 PM","7/5/2025 6:24:50 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\theme.py","theme.py","8361","7/5/2025 6:24:50 PM","7/5/2025 6:24:50 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\expr\__pycache__","__pycache__",,"7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:55:30 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\expr\__init__.py","__init__.py","79818","7/5/2025 6:24:50 PM","7/5/2025 6:24:50 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\expr\consts.py","consts.py","602","7/5/2025 6:24:50 PM","7/5/2025 6:24:50 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\expr\core.py","core.py","8292","7/5/2025 6:24:50 PM","7/5/2025 6:24:50 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\expr\funcs.py","funcs.py","33826","7/5/2025 6:24:50 PM","7/5/2025 6:24:50 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\expr\__pycache__\__init__.cpython-313.pyc","__init__.cpython-313.pyc","81916","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\expr\__pycache__\consts.cpython-313.pyc","consts.cpython-313.pyc","755","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\expr\__pycache__\core.cpython-313.pyc","core.cpython-313.pyc","14457","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\expr\__pycache__\funcs.cpython-313.pyc","funcs.cpython-313.pyc","36339","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\jupyter\__pycache__","__pycache__",,"7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:55:30 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\jupyter\js","js",,"7/5/2025 6:24:50 PM","7/5/2025 6:24:50 PM","7/9/2025 11:55:30 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\jupyter\__init__.py","__init__.py","876","7/5/2025 6:24:50 PM","7/5/2025 6:24:50 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\jupyter\jupyter_chart.py","jupyter_chart.py","15231","7/5/2025 6:24:50 PM","7/5/2025 6:24:50 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\jupyter\js\index.js","index.js","7936","7/5/2025 6:24:50 PM","7/5/2025 6:24:50 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\jupyter\js\README.md","README.md","172","7/5/2025 6:24:50 PM","7/5/2025 6:24:50 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\jupyter\__pycache__\__init__.cpython-313.pyc","__init__.cpython-313.pyc","975","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\jupyter\__pycache__\jupyter_chart.cpython-313.pyc","jupyter_chart.cpython-313.pyc","17859","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\typing\__pycache__","__pycache__",,"7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:55:30 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\typing\__init__.py","__init__.py","1956","7/5/2025 6:24:50 PM","7/5/2025 6:24:50 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\typing\__pycache__\__init__.cpython-313.pyc","__init__.cpython-313.pyc","1744","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__","__pycache__",,"7/5/2025 6:24:51 PM","7/5/2025 6:24:52 PM","7/9/2025 11:55:30 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__init__.py","__init__.py","949","7/5/2025 6:24:50 PM","7/5/2025 6:24:50 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\_dfi_types.py","_dfi_types.py","6512","7/5/2025 6:24:50 PM","7/5/2025 6:24:50 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\_importers.py","_importers.py","4111","7/5/2025 6:24:50 PM","7/5/2025 6:24:50 PM","7/9/2025 11:17:40 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\_show.py","_show.py","2310","7/5/2025 6:24:50 PM","7/5/2025 6:24:50 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\_transformed_data.py","_transformed_data.py","18272","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\_vegafusion_data.py","_vegafusion_data.py","9653","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\compiler.py","compiler.py","438","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\core.py","core.py","31763","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\data.py","data.py","14684","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\deprecation.py","deprecation.py","5620","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\display.py","display.py","8671","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\execeval.py","execeval.py","2691","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\html.py","html.py","13763","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\mimebundle.py","mimebundle.py","13035","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\plugin_registry.py","plugin_registry.py","10013","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\save.py","save.py","8348","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\schemapi.py","schemapi.py","61060","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\selection.py","selection.py","3928","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\server.py","server.py","4100","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__\__init__.cpython-313.pyc","__init__.cpython-313.pyc","922","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__\_dfi_types.cpython-313.pyc","_dfi_types.cpython-313.pyc","6488","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__\_importers.cpython-313.pyc","_importers.cpython-313.pyc","4354","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__\_show.cpython-313.pyc","_show.cpython-313.pyc","3331","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__\_transformed_data.cpython-313.pyc","_transformed_data.cpython-313.pyc","16874","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__\_vegafusion_data.cpython-313.pyc","_vegafusion_data.cpython-313.pyc","10113","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__\compiler.cpython-313.pyc","compiler.cpython-313.pyc","662","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__\core.cpython-313.pyc","core.cpython-313.pyc","34318","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__\data.cpython-313.pyc","data.cpython-313.pyc","18026","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__\deprecation.cpython-313.pyc","deprecation.cpython-313.pyc","6007","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:41 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__\display.cpython-313.pyc","display.cpython-313.pyc","9598","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__\execeval.cpython-313.pyc","execeval.cpython-313.pyc","4078","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__\html.cpython-313.pyc","html.cpython-313.pyc","13736","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__\mimebundle.cpython-313.pyc","mimebundle.cpython-313.pyc","11742","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__\plugin_registry.cpython-313.pyc","plugin_registry.cpython-313.pyc","13228","7/5/2025 6:24:52 PM","7/5/2025 6:24:52 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__\save.cpython-313.pyc","save.cpython-313.pyc","8293","7/5/2025 6:24:52 PM","7/5/2025 6:24:52 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__\schemapi.cpython-313.pyc","schemapi.cpython-313.pyc","65719","7/5/2025 6:24:52 PM","7/5/2025 6:24:52 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__\selection.cpython-313.pyc","selection.cpython-313.pyc","4656","7/5/2025 6:24:52 PM","7/5/2025 6:24:52 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\utils\__pycache__\server.cpython-313.pyc","server.cpython-313.pyc","6848","7/5/2025 6:24:52 PM","7/5/2025 6:24:52 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\vegalite\__pycache__","__pycache__",,"7/5/2025 6:24:52 PM","7/5/2025 6:24:52 PM","7/9/2025 11:55:31 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\vegalite\v5","v5",,"7/5/2025 6:24:51 PM","7/5/2025 6:24:52 PM","7/9/2025 11:55:31 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\vegalite\__init__.py","__init__.py","37","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\vegalite\api.py","api.py","35","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\vegalite\data.py","data.py","1751","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\vegalite\display.py","display.py","342","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\vegalite\schema.py","schema.py","75","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\vegalite\v5\__pycache__","__pycache__",,"7/5/2025 6:24:52 PM","7/5/2025 6:24:53 PM","7/9/2025 11:55:31 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\vegalite\v5\schema","schema",,"7/5/2025 6:24:51 PM","7/5/2025 6:24:52 PM","7/9/2025 11:55:31 PM","Directory","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\vegalite\v5\__init__.py","__init__.py","15968","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\vegalite\v5\api.py","api.py","191214","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\vegalite\v5\compiler.py","compiler.py","816","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\vegalite\v5\data.py","data.py","1175","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\vegalite\v5\display.py","display.py","6087","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\vegalite\v5\theme.py","theme.py","3823","7/5/2025 6:24:51 PM","7/5/2025 6:24:51 PM","7/9/2025 11:17:42 PM","Archive","BUILTIN\Administrators"
"D:\DoganHub\DBA\.venv\Lib\site-packages\altair\vegalite\v5\schema\__pycache__","__pycache__",,"7/5/2025 6:24:52 PM","7/5/2025 6:24:53 PM","7/9/2025 11:55:31 PM","Directory","BUILTIN\Administrators"
